date,party,value,mean20,mean20_missing
2016-01-04,pd,30,NA,30
2016-01-04,pd,31,NA,30.5
2016-01-04,fi,10,NA,10
2016-01-04,fi,12,NA,11
2016-01-04,ln,14.5,NA,14.5
2016-01-04,ln,15.5,NA,15
2016-01-04,fdl,5,NA,5
2016-01-04,fdl,5,NA,5
2016-01-04,m5s,29,NA,29
2016-01-04,m5s,29,NA,29
2016-01-04,others,2,NA,2
2016-01-04,others,4.5,NA,3.25
2016-01-04,si,3,NA,3
2016-01-04,si,4,NA,3.5
2016-01-04,ap,2.5,NA,2.5
2016-01-04,ap,3,NA,2.75
2016-01-06,pd,33.4,NA,31.466666666666665
2016-01-06,fi,11.1,NA,11.033333333333333
2016-01-06,ln,13.7,NA,14.566666666666666
2016-01-06,fdl,4.4,NA,4.8
2016-01-06,m5s,26,NA,28
2016-01-06,others,3.7,NA,3.4
2016-01-06,si,4.3,NA,3.7666666666666666
2016-01-06,ap,3.4,NA,2.966666666666667
2016-01-10,pd,30.8,NA,31.3
2016-01-10,fi,11.4,NA,11.125
2016-01-10,ln,16,NA,14.925
2016-01-10,fdl,5.2,NA,4.9
2016-01-10,m5s,27.8,NA,27.95
2016-01-10,others,3.2,NA,3.35
2016-01-10,si,3.4,NA,3.675
2016-01-10,ap,2.4,NA,2.825
2016-01-11,pd,30,NA,31.04
2016-01-11,pd,32,NA,31.2
2016-01-11,fi,9.5,NA,10.8
2016-01-11,fi,11.1,NA,10.85
2016-01-11,ln,15.5,NA,15.04
2016-01-11,ln,15.8,NA,15.166666666666666
2016-01-11,fdl,3.5,NA,4.62
2016-01-11,fdl,5.2,NA,4.716666666666667
2016-01-11,m5s,26.7,NA,27.7
2016-01-11,m5s,28,NA,27.75
2016-01-11,others,5.5,NA,3.7800000000000002
2016-01-11,others,5.6,NA,4.083333333333333
2016-01-11,si,3.6,NA,3.66
2016-01-11,si,4,NA,3.716666666666667
2016-01-11,ap,2,NA,2.66
2016-01-11,ap,2,NA,2.55
2016-01-13,pd,33.1,NA,31.47142857142857
2016-01-13,fi,10.7,NA,10.82857142857143
2016-01-13,ln,13.5,NA,14.928571428571429
2016-01-13,fdl,4.3,NA,4.6571428571428575
2016-01-13,m5s,26,NA,27.5
2016-01-13,others,2.5,NA,3.857142857142857
2016-01-13,si,4.8,NA,3.8714285714285714
2016-01-13,ap,3.7,NA,2.7142857142857144
2016-01-14,pd,34,NA,31.7875
2016-01-14,fi,11.1,NA,10.8625
2016-01-14,ln,15.5,NA,15
2016-01-14,fdl,3.9,NA,4.5625
2016-01-14,m5s,24,NA,27.0625
2016-01-14,others,4.4,NA,3.925
2016-01-14,si,4.1,NA,3.9
2016-01-14,ap,3,NA,2.75
2016-01-15,pd,30.5,NA,31.644444444444446
2016-01-15,fi,10,NA,10.766666666666666
2016-01-15,ln,15.5,NA,15.055555555555555
2016-01-15,fdl,5,NA,4.611111111111111
2016-01-15,m5s,27,NA,27.055555555555557
2016-01-15,others,5.2,NA,4.066666666666666
2016-01-15,si,4,NA,3.911111111111111
2016-01-15,ap,3,NA,2.7777777777777777
2016-01-17,pd,31.3,NA,31.61
2016-01-17,fi,11.6,NA,10.85
2016-01-17,ln,15.4,NA,15.09
2016-01-17,fdl,5.3,NA,4.68
2016-01-17,m5s,27,NA,27.05
2016-01-17,others,3.1,NA,3.97
2016-01-17,si,3.8,NA,3.9
2016-01-17,ap,2.5,NA,2.75
2016-01-18,pd,30.5,NA,31.509090909090908
2016-01-18,fi,11.2,NA,10.881818181818181
2016-01-18,ln,15.5,NA,15.127272727272727
2016-01-18,fdl,5.3,NA,4.736363636363636
2016-01-18,m5s,26.3,NA,26.98181818181818
2016-01-18,others,5.4,NA,4.1
2016-01-18,si,4,NA,3.909090909090909
2016-01-18,ap,1.8,NA,2.6636363636363636
2016-01-19,pd,33,NA,31.633333333333333
2016-01-19,fi,9.5,NA,10.766666666666666
2016-01-19,ln,16,NA,15.2
2016-01-19,fdl,3.5,NA,4.633333333333334
2016-01-19,m5s,27,NA,26.983333333333334
2016-01-19,others,4.6,NA,4.141666666666667
2016-01-19,si,3.5,NA,3.875
2016-01-19,ap,2.9,NA,2.683333333333333
2016-01-20,pd,33.5,NA,31.776923076923076
2016-01-20,fi,11.2,NA,10.799999999999999
2016-01-20,ln,14.1,NA,15.115384615384615
2016-01-20,fdl,4,NA,4.584615384615384
2016-01-20,m5s,25.2,NA,26.846153846153847
2016-01-20,others,4.1,NA,4.138461538461539
2016-01-20,si,4.3,NA,3.9076923076923076
2016-01-20,ap,3.6,NA,2.753846153846154
2016-01-21,pd,33.8,NA,31.92142857142857
2016-01-21,fi,12.1,NA,10.892857142857142
2016-01-21,ln,14.7,NA,15.085714285714285
2016-01-21,fdl,3.8,NA,4.5285714285714285
2016-01-21,m5s,23.1,NA,26.57857142857143
2016-01-21,others,5.3,NA,4.2214285714285715
2016-01-21,si,3.9,NA,3.907142857142857
2016-01-21,ap,3.3,NA,2.7928571428571427
2016-01-24,pd,31.4,NA,31.886666666666667
2016-01-24,fi,11.8,NA,10.953333333333333
2016-01-24,ln,15.3,NA,15.1
2016-01-24,fdl,5.5,NA,4.593333333333334
2016-01-24,m5s,26.8,NA,26.593333333333334
2016-01-24,others,3.3,NA,4.16
2016-01-24,si,3.6,NA,3.8866666666666667
2016-01-24,ap,2.3,NA,2.76
2016-01-25,pd,30.4,NA,31.79375
2016-01-25,fi,11.5,NA,10.9875
2016-01-25,ln,15.8,NA,15.14375
2016-01-25,fdl,5.4,NA,4.64375
2016-01-25,m5s,25.7,NA,26.5375
2016-01-25,others,5.2,NA,4.225
2016-01-25,si,3.8,NA,3.88125
2016-01-25,ap,2.2,NA,2.725
2016-01-26,pd,32,NA,31.805882352941175
2016-01-26,fi,10,NA,10.929411764705883
2016-01-26,ln,15.5,NA,15.16470588235294
2016-01-26,fdl,4,NA,4.605882352941176
2016-01-26,m5s,27.5,NA,26.594117647058823
2016-01-26,others,5.5,NA,4.3
2016-01-26,si,3.5,NA,3.8588235294117648
2016-01-26,ap,2,NA,2.6823529411764704
2016-01-27,pd,33.9,NA,31.92222222222222
2016-01-27,fi,11,NA,10.933333333333334
2016-01-27,ln,14.6,NA,15.133333333333333
2016-01-27,fdl,4.2,NA,4.583333333333333
2016-01-27,m5s,25.3,NA,26.522222222222222
2016-01-27,others,3.7,NA,4.266666666666667
2016-01-27,si,4,NA,3.8666666666666667
2016-01-27,ap,3.3,NA,2.716666666666667
2016-01-28,pd,31.6,NA,31.905263157894737
2016-01-28,pd,34.8,NA,32.05
2016-01-28,fi,9.3,NA,10.847368421052632
2016-01-28,fi,12,NA,10.905
2016-01-28,ln,15,NA,15.126315789473685
2016-01-28,ln,16.3,NA,15.185
2016-01-28,fdl,4.2,NA,4.563157894736842
2016-01-28,fdl,5.8,NA,4.625
2016-01-28,m5s,22.6,NA,26.315789473684212
2016-01-28,m5s,25,NA,26.25
2016-01-28,others,4.2,NA,4.2631578947368425
2016-01-28,others,4.3,NA,4.265
2016-01-28,si,3.5,NA,3.8473684210526313
2016-01-28,si,4.9,NA,3.9
2016-01-28,ap,2.8,NA,2.721052631578947
2016-01-28,ap,3.7,NA,2.77
2016-01-31,pd,31.8,NA,32.14
2016-01-31,fi,11.6,NA,10.985
2016-01-31,ln,15.8,NA,15.25
2016-01-31,fdl,5.6,NA,4.655
2016-01-31,m5s,26.5,NA,26.125
2016-01-31,others,2.8,NA,4.305
2016-01-31,si,3.2,NA,3.91
2016-01-31,ap,2.7,NA,2.78
2016-02-01,pd,30.8,NA,32.13
2016-02-01,pd,32.5,NA,32.085
2016-02-01,fi,10.5,NA,10.91
2016-02-01,fi,11.4,NA,10.925
2016-02-01,ln,15,NA,15.225
2016-02-01,ln,16,NA,15.34
2016-02-01,fdl,4,NA,4.605
2016-02-01,fdl,5.5,NA,4.66
2016-02-01,m5s,25.3,NA,25.94
2016-02-01,m5s,27,NA,25.990000000000002
2016-02-01,others,4.7,NA,4.315
2016-02-01,others,5.5,NA,4.405
2016-02-01,si,3.5,NA,3.885
2016-02-01,si,4,NA,3.87
2016-02-01,ap,2,NA,2.73
2016-02-01,ap,2.3,NA,2.675
2016-02-02,pd,32,NA,32.145
2016-02-02,fi,10,NA,10.855
2016-02-02,ln,15.5,NA,15.315
2016-02-02,fdl,4.6,NA,4.63
2016-02-02,m5s,27,NA,25.95
2016-02-02,others,3,NA,4.395
2016-02-02,si,4.5,NA,3.925
2016-02-02,ap,3.4,NA,2.725
2016-02-03,pd,34.1,NA,32.35
2016-02-03,fi,11.2,NA,10.94
2016-02-03,ln,14.2,NA,15.25
2016-02-03,fdl,4,NA,4.655
2016-02-03,m5s,24.7,NA,25.85
2016-02-03,others,2.5,NA,4.245
2016-02-03,si,4.2,NA,3.955
2016-02-03,ap,2.7,NA,2.76
2016-02-04,pd,32,NA,32.35
2016-02-04,pd,35.2,NA,32.455
2016-02-04,fi,9.8,NA,10.875
2016-02-04,fi,12.2,NA,10.95
2016-02-04,ln,14.4,NA,15.18
2016-02-04,ln,15.2,NA,15.265
2016-02-04,fdl,4,NA,4.595
2016-02-04,fdl,5.7,NA,4.665
2016-02-04,m5s,22.4,NA,25.57
2016-02-04,m5s,23.3,NA,25.435
2016-02-04,others,4.1,NA,4.17
2016-02-04,others,6.6,NA,4.375
2016-02-04,si,3.8,NA,3.945
2016-02-04,si,4.5,NA,3.93
2016-02-04,ap,2.9,NA,2.805
2016-02-04,ap,3.9,NA,2.815
2016-02-07,pd,32.3,NA,32.37
2016-02-07,fi,11.7,NA,10.98
2016-02-07,ln,15.2,NA,15.25
2016-02-07,fdl,5.2,NA,4.73
2016-02-07,m5s,26.3,NA,25.55
2016-02-07,others,2.5,NA,4.28
2016-02-07,si,3.7,NA,3.91
2016-02-07,ap,3.1,NA,2.82
2016-02-08,pd,31.5,NA,32.42
2016-02-08,pd,33,32.20666666666667,32.505
2016-02-08,fi,10.5,NA,11.004999999999999
2016-02-08,fi,11.9,10.963333333333333,11.02
2016-02-08,ln,14.5,NA,15.2
2016-02-08,ln,16.2,15.19,15.24
2016-02-08,fdl,4.5,NA,4.705
2016-02-08,fdl,5.4,4.7,4.71
2016-02-08,m5s,24.7,NA,25.435
2016-02-08,m5s,27,25.973333333333336,25.435
2016-02-08,others,3.9,NA,4.215
2016-02-08,others,5.5,4.213333333333334,4.335
2016-02-08,si,3.5,NA,3.885
2016-02-08,si,4,3.896666666666667,3.895
2016-02-08,ap,2,NA,2.77
2016-02-08,ap,2.4,2.76,2.765
2016-02-10,pd,33.3,32.31666666666667,32.644999999999996
2016-02-10,fi,11.7,11.02,11.045
2016-02-10,ln,14,15.173333333333334,15.165
2016-02-10,fdl,4.4,4.680000000000001,4.665
2016-02-10,m5s,24.9,25.836666666666666,25.365
2016-02-10,others,4.8,4.3066666666666675,4.305
2016-02-10,si,4.8,3.9566666666666666,3.935
2016-02-10,ap,2.1,2.7466666666666666,2.78
2016-02-11,pd,34.7,32.440000000000005,32.73
2016-02-11,fi,12,11.02,11.17
2016-02-11,ln,14.6,15.143333333333334,15.095
2016-02-11,fdl,3.8,4.64,4.68
2016-02-11,m5s,23.2,25.643333333333334,25.175
2016-02-11,others,4.2,4.296666666666667,4.285
2016-02-11,si,4,3.9566666666666666,3.96
2016-02-11,ap,3.5,2.763333333333333,2.81
2016-02-14,pd,32.8,32.42,32.695
2016-02-14,fi,12,11.05,11.21
2016-02-14,ln,14.3,15.163333333333332,15.105
2016-02-14,fdl,5.2,4.666666666666667,4.74
2016-02-14,m5s,25.8,25.636666666666667,25.205
2016-02-14,others,2.4,4.253333333333334,4.2
2016-02-14,si,4,3.9466666666666668,3.945
2016-02-14,ap,3.5,2.7666666666666666,2.805
2016-02-15,pd,32,32.46,32.605
2016-02-15,pd,33,32.56,32.685
2016-02-15,fi,11,11.036666666666665,11.155
2016-02-15,fi,12,11.12,11.165
2016-02-15,ln,14.5,15.113333333333333,15.095
2016-02-15,ln,16.3,15.139999999999999,15.145
2016-02-15,fdl,4.5,4.6433333333333335,4.775
2016-02-15,fdl,5.2,4.7,4.76
2016-02-15,m5s,24.5,25.526666666666667,25.275
2016-02-15,m5s,26.5,25.52,25.26
2016-02-15,others,3.8,4.273333333333334,4.125
2016-02-15,others,5,4.256666666666667,4.21
2016-02-15,si,3.5,3.95,3.925
2016-02-15,si,3.8,3.9566666666666666,3.935
2016-02-15,ap,2,2.753333333333333,2.74
2016-02-15,ap,2.4,2.7666666666666666,2.745
2016-02-16,pd,33.2,32.6,32.825
2016-02-16,fi,9.6,11.069999999999999,11.07
2016-02-16,ln,13.5,15.063333333333333,15.03
2016-02-16,fdl,5.7,4.716666666666667,4.775
2016-02-16,m5s,23.7,25.37666666666667,25.16
2016-02-16,others,7,4.303333333333333,4.3
2016-02-16,si,4.8,3.9833333333333334,3.985
2016-02-16,ap,2.6,2.7866666666666666,2.765
2016-02-17,pd,33.8,32.623333333333335,32.915
2016-02-17,pd,33.9,32.62,32.915
2016-02-17,fi,10.9,11.076666666666664,11.115
2016-02-17,fi,11.8,11.1,11.155
2016-02-17,ln,13.8,15.073333333333332,14.945
2016-02-17,ln,15.2,15.063333333333333,14.975
2016-02-17,fdl,3.4,4.6866666666666665,4.745
2016-02-17,fdl,4.2,4.696666666666667,4.745
2016-02-17,m5s,24.4,25.323333333333334,25.005
2016-02-17,m5s,25.8,25.383333333333333,25.03
2016-02-17,others,3,4.319999999999999,4.175
2016-02-17,others,4.9,4.336666666666667,4.235
2016-02-17,si,3.2,3.93,3.97
2016-02-17,si,5.1,3.9633333333333334,4.025
2016-02-17,ap,1.9,2.7266666666666666,2.76
2016-02-17,ap,3.2,2.7333333333333334,2.755
2016-02-18,pd,31,32.63666666666667,32.885
2016-02-18,pd,32.8,32.68666666666667,32.785
2016-02-18,pd,34.4,32.81666666666667,32.915
2016-02-18,fi,9.5,11.083333333333334,11.165
2016-02-18,fi,12.2,11.103333333333332,11.175
2016-02-18,fi,12.5,11.146666666666667,11.22
2016-02-18,ln,13.9,15.01,14.92
2016-02-18,ln,14.1,14.966666666666667,14.81
2016-02-18,ln,14.5,14.933333333333334,14.745
2016-02-18,fdl,4.3,4.673333333333333,4.75
2016-02-18,fdl,5.1,4.666666666666667,4.715
2016-02-18,fdl,5.5,4.673333333333333,4.71
2016-02-18,m5s,23.2,25.256666666666668,25.06
2016-02-18,m5s,24.7,25.180000000000003,25.044999999999998
2016-02-18,m5s,28,25.236666666666668,25.12
2016-02-18,others,2.5,4.246666666666667,4.15
2016-02-18,others,4.9,4.3066666666666675,4.18
2016-02-18,others,6.8,4.3533333333333335,4.38
2016-02-18,si,3.5,3.9466666666666668,4.025
2016-02-18,si,3.7,3.943333333333334,3.965
2016-02-18,si,4.6,3.9633333333333334,4.035
2016-02-18,ap,2.5,2.716666666666667,2.74
2016-02-18,ap,2.5,2.716666666666667,2.68
2016-02-18,ap,3.4,2.77,2.715
2016-02-21,pd,32.2,32.79,32.985
2016-02-21,fi,12.5,11.246666666666666,11.32
2016-02-21,ln,14.4,14.879999999999999,14.715
2016-02-21,fdl,5.3,4.733333333333333,4.775
2016-02-21,m5s,25.4,25.183333333333334,25.125
2016-02-21,others,2.8,4.293333333333334,4.285
2016-02-21,si,3.7,3.97,4.045
2016-02-21,ap,3.7,2.7966666666666664,2.8
2016-02-22,pd,31.8,32.733333333333334,32.95
2016-02-22,fi,11.7,11.263333333333332,11.334999999999999
2016-02-22,ln,16,14.943333333333333,14.715
2016-02-22,fdl,5.3,4.776666666666667,4.765
2016-02-22,m5s,25.3,25.186666666666667,25.04
2016-02-22,others,4,4.290000000000001,4.21
2016-02-22,si,3.4,3.94,4.015
2016-02-22,ap,2.5,2.76,2.81
2016-02-24,pd,33.4,32.72,33.02
2016-02-24,fi,11.5,11.243333333333332,11.41
2016-02-24,ln,14.5,14.936666666666666,14.665
2016-02-24,fdl,4,4.783333333333333,4.735
2016-02-24,m5s,24.5,25.233333333333334,24.915
2016-02-24,others,4.8,4.273333333333334,4.3
2016-02-24,si,4.7,3.966666666666667,4.025
2016-02-24,ap,2.3,2.7266666666666666,2.755
2016-02-25,pd,32.2,32.74666666666667,32.925
2016-02-25,pd,33.1,32.836666666666666,32.98
2016-02-25,pd,34.1,32.906666666666666,32.925
2016-02-25,fi,9.3,11.159999999999998,11.315
2016-02-25,fi,13.3,11.219999999999999,11.49
2016-02-25,fi,13.5,11.336666666666666,11.555
2016-02-25,ln,13.2,14.866666666666667,14.615
2016-02-25,ln,14,14.806666666666667,14.595
2016-02-25,ln,14.4,14.77,14.555
2016-02-25,fdl,4.5,4.75,4.76
2016-02-25,fdl,4.6,4.723333333333333,4.79
2016-02-25,fdl,4.7,4.746666666666667,4.74
2016-02-25,m5s,21.2,25.04666666666667,24.74
2016-02-25,m5s,21.6,24.910000000000004,24.7
2016-02-25,m5s,25.8,24.853333333333335,24.825
2016-02-25,others,3.2,4.27,4.335
2016-02-25,others,5.5,4.28,4.405
2016-02-25,others,9.2,4.403333333333333,4.535
2016-02-25,si,3.7,3.97,4
2016-02-25,si,5,4.010000000000001,4.06
2016-02-25,si,5.5,4.076666666666667,4.11
2016-02-25,ap,2.1,2.7199999999999998,2.725
2016-02-25,ap,3.1,2.75,2.735
2016-02-25,ap,3.1,2.7866666666666666,2.695
2016-02-28,pd,31.3,32.82,32.875
2016-02-28,fi,12.5,11.386666666666665,11.595
2016-02-28,ln,14.8,14.776666666666667,14.535
2016-02-28,fdl,5.1,4.776666666666667,4.735
2016-02-28,m5s,26.4,24.89,24.83
2016-02-28,others,2.6,4.366666666666666,4.54
2016-02-28,si,4.1,4.08,4.13
2016-02-28,ap,3.2,2.783333333333333,2.7
2016-03-01,pd,32,32.833333333333336,32.9
2016-03-01,fi,12.5,11.493333333333332,11.695
2016-03-01,ln,15.5,14.793333333333333,14.585
2016-03-01,fdl,5,4.803333333333333,4.76
2016-03-01,m5s,25,24.970000000000002,24.845
2016-03-01,others,4.4,4.373333333333334,4.565
2016-03-01,si,3,4.0633333333333335,4.1049999999999995
2016-03-01,ap,2.6,2.7766666666666664,2.73
2016-03-02,pd,33.8,32.8,32.94
2016-03-02,pd,35.5,32.92333333333333,33.05
2016-03-02,fi,11.2,11.466666666666667,11.66
2016-03-02,fi,12.4,11.493333333333332,11.695
2016-03-02,ln,13.7,14.706666666666667,14.46
2016-03-02,ln,14.2,14.653333333333332,14.47
2016-03-02,fdl,3.6,4.73,4.67
2016-03-02,fdl,4,4.676666666666667,4.65
2016-03-02,m5s,22.1,24.873333333333335,24.6
2016-03-02,m5s,24.1,24.793333333333337,24.56
2016-03-02,others,5.3,4.406666666666667,4.555
2016-03-02,others,6.6,4.533333333333333,4.645
2016-03-02,si,3.6,4.0200000000000005,4.085
2016-03-02,si,4.5,4.0633333333333335,4.07
2016-03-02,ap,2.7,2.743333333333333,2.745
2016-03-02,ap,3.4,2.7666666666666666,2.81
2016-03-03,pd,31.7,32.95333333333333,32.9
2016-03-03,fi,9.7,11.466666666666667,11.58
2016-03-03,ln,12.1,14.556666666666667,14.345
2016-03-03,fdl,5.9,4.739999999999999,4.755
2016-03-03,m5s,24.5,24.766666666666666,24.625
2016-03-03,others,8.7,4.666666666666667,4.87
2016-03-03,si,5.4,4.126666666666667,4.14
2016-03-03,ap,1.8,2.76,2.725
2016-03-06,pd,31.2,32.910000000000004,32.82
2016-03-06,fi,12.5,11.503333333333332,11.605
2016-03-06,ln,14.9,14.52,14.375
2016-03-06,fdl,4.8,4.716666666666667,4.735
2016-03-06,m5s,26.6,24.753333333333334,24.665
2016-03-06,others,3,4.583333333333333,4.9
2016-03-06,si,4,4.126666666666667,4.14
2016-03-06,ap,3,2.783333333333333,2.7
2016-03-07,pd,32,32.910000000000004,32.82
2016-03-07,fi,11,11.536666666666665,11.605
2016-03-07,ln,14,14.469999999999999,14.35
2016-03-07,fdl,5,4.73,4.76
2016-03-07,m5s,25,24.686666666666667,24.69
2016-03-07,others,7,4.716666666666667,5.06
2016-03-07,si,4,4.11,4.165
2016-03-07,ap,2,2.7366666666666664,2.7
2016-03-08,pd,32.5,32.85666666666667,32.795
2016-03-08,fi,12.5,11.58,11.63
2016-03-08,ln,15.2,14.503333333333332,14.295
2016-03-08,fdl,4.5,4.746666666666667,4.725
2016-03-08,m5s,24.9,24.693333333333335,24.61
2016-03-08,others,4.5,4.783333333333333,5.035
2016-03-08,si,3.4,4.083333333333333,4.145
2016-03-08,ap,2.5,2.7299999999999995,2.705
2016-03-09,pd,32.2,32.86333333333334,32.745
2016-03-09,pd,34.3,32.833333333333336,32.77
2016-03-09,fi,10.2,11.593333333333332,11.66
2016-03-09,fi,10.6,11.54,11.645
2016-03-09,ln,14.7,14.513333333333332,14.355
2016-03-09,ln,14.8,14.5,14.405
2016-03-09,fdl,3.3,4.723333333333333,4.6049999999999995
2016-03-09,fdl,4.5,4.683333333333334,4.66
2016-03-09,m5s,24.5,24.763333333333335,24.65
2016-03-09,m5s,26,24.853333333333335,24.73
2016-03-09,others,4.3,4.790000000000001,4.9
2016-03-09,others,4.3,4.713333333333334,4.965
2016-03-09,si,4.2,4.096666666666667,4.115
2016-03-09,si,5.3,4.123333333333333,4.22
2016-03-09,ap,3,2.7333333333333334,2.725
2016-03-09,ap,3.8,2.7299999999999995,2.82
2016-03-10,pd,32.2,32.830000000000005,32.685
2016-03-10,pd,34.8,32.940000000000005,32.875
2016-03-10,fi,9.1,11.453333333333331,11.51
2016-03-10,fi,12,11.503333333333332,11.635
2016-03-10,ln,13.5,14.443333333333333,14.32
2016-03-10,ln,14.7,14.45,14.36
2016-03-10,fdl,3.8,4.636666666666667,4.64
2016-03-10,fdl,4.6,4.64,4.655
2016-03-10,m5s,23,24.743333333333336,24.59
2016-03-10,m5s,25.4,24.766666666666666,24.7
2016-03-10,others,4.9,4.793333333333334,4.965
2016-03-10,others,6.4,4.876666666666667,5.16
2016-03-10,si,3.5,4.116666666666666,4.14
2016-03-10,si,5.6,4.1866666666666665,4.245
2016-03-10,ap,3.3,2.7366666666666664,2.825
2016-03-10,ap,3.3,2.78,2.865
2016-03-12,pd,32.2,32.913333333333334,32.845
2016-03-12,fi,13,11.54,11.675
2016-03-12,ln,13.2,14.35,14.315
2016-03-12,fdl,4.2,4.6,4.61
2016-03-12,m5s,26.9,24.763333333333335,24.81
2016-03-12,others,3.4,4.8066666666666675,5.085
2016-03-12,si,3.2,4.16,4.22
2016-03-12,ap,3.9,2.8299999999999996,2.935
2016-03-13,pd,31.7,32.86,32.71
2016-03-13,fi,12.6,11.569999999999999,11.68
2016-03-13,ln,14.6,14.37,14.32
2016-03-13,fdl,4.4,4.6,4.555
2016-03-13,m5s,26.4,24.813333333333336,24.73
2016-03-13,others,3.2,4.753333333333333,4.905
2016-03-13,si,4,4.133333333333334,4.19
2016-03-13,ap,3.1,2.863333333333333,2.92
2016-03-14,pd,33,32.803333333333335,32.75
2016-03-14,fi,12,11.569999999999999,11.655
2016-03-14,ln,13,14.316666666666666,14.25
2016-03-14,fdl,4,4.6066666666666665,4.49
2016-03-14,m5s,26,24.90666666666667,24.76
2016-03-14,others,7,4.846666666666667,5.115
2016-03-14,si,3,4.1,4.155
2016-03-14,ap,2,2.813333333333333,2.835
2016-03-15,pd,32,32.77666666666667,32.76
2016-03-15,pd,32.1,32.78,32.695
2016-03-15,fi,13,11.603333333333332,11.72
2016-03-15,fi,13,11.669999999999998,11.795
2016-03-15,ln,13.5,14.29,14.125
2016-03-15,ln,14.7,14.296666666666665,14.135
2016-03-15,fdl,4.7,4.59,4.46
2016-03-15,fdl,5,4.6066666666666665,4.51
2016-03-15,m5s,25.1,24.883333333333333,24.75
2016-03-15,m5s,26,24.933333333333334,24.825
2016-03-15,others,3.5,4.883333333333334,5.09
2016-03-15,others,4.6,4.91,5.08
2016-03-15,si,3.2,4.073333333333333,4.145
2016-03-15,si,4,4.09,4.11
2016-03-15,ap,2.6,2.783333333333333,2.84
2016-03-15,ap,3,2.816666666666667,2.875
2016-03-16,pd,31,32.71333333333334,32.635
2016-03-16,pd,34.5,32.75666666666667,32.705
2016-03-16,fi,10.5,11.62,11.855
2016-03-16,fi,11,11.666666666666666,11.74
2016-03-16,ln,14.3,14.229999999999999,14.19
2016-03-16,ln,15,14.28,14.24
2016-03-16,fdl,3.6,4.553333333333333,4.465
2016-03-16,fdl,5,4.53,4.485
2016-03-16,m5s,24.8,24.87666666666667,25.005
2016-03-16,m5s,25,24.92,25.175
2016-03-16,others,4.2,4.883333333333334,5.13
2016-03-16,others,7,4.883333333333334,5.205
2016-03-16,si,3,4.0633333333333335,4.075
2016-03-16,si,5,4.07,4.075
2016-03-16,ap,3,2.8366666666666664,2.92
2016-03-16,ap,3.1,2.853333333333333,2.92
2016-03-17,pd,33.6,32.75,32.68
2016-03-17,fi,12.8,11.729999999999999,11.705
2016-03-17,ln,15.4,14.333333333333334,14.29
2016-03-17,fdl,3.6,4.536666666666666,4.43
2016-03-17,m5s,22.4,24.853333333333335,25.005
2016-03-17,others,4.7,4.94,4.98
2016-03-17,si,4.1,4.1,4.005
2016-03-17,ap,3.4,2.9033333333333333,2.935
2016-03-18,pd,32.4,32.7,32.735
2016-03-18,fi,9.8,11.663333333333332,11.57
2016-03-18,ln,12.9,14.256666666666666,14.195
2016-03-18,fdl,5.5,4.58,4.45
2016-03-18,m5s,23.6,24.780000000000005,24.865
2016-03-18,others,6.2,4.983333333333333,5.16
2016-03-18,si,6.2,4.136666666666667,4.11
2016-03-18,ap,3.4,2.9099999999999997,2.945
2016-03-20,pd,31.6,32.72,32.715
2016-03-20,fi,12.7,11.77,11.58
2016-03-20,ln,13.8,14.253333333333332,14.11
2016-03-20,fdl,4.5,4.586666666666667,4.425
2016-03-20,m5s,27.2,24.913333333333338,24.975
2016-03-20,others,3,5,5.09
2016-03-20,si,4.4,4.166666666666667,4.18
2016-03-20,ap,2.8,2.92,2.955
2016-03-21,pd,32.5,32.71,32.65
2016-03-21,fi,12,11.763333333333332,11.62
2016-03-21,ln,13.5,14.233333333333333,14.1
2016-03-21,fdl,4.5,4.566666666666666,4.47
2016-03-21,m5s,26,24.956666666666667,25.17
2016-03-21,others,6.5,5.053333333333333,5.15
2016-03-21,si,3,4.1433333333333335,4.15
2016-03-21,ap,2,2.9033333333333333,2.92
2016-03-23,pd,34.6,32.71666666666667,32.605
2016-03-23,fi,10.2,11.686666666666666,11.51
2016-03-23,ln,14.1,14.219999999999999,14.095
2016-03-23,fdl,3.5,4.5,4.445
2016-03-23,m5s,25,24.85666666666667,25.215
2016-03-23,others,4.6,4.98,5.05
2016-03-23,si,5.1,4.16,4.18
2016-03-23,ap,2.9,2.8866666666666663,2.895
2016-03-24,pd,34,32.77666666666667,32.72
2016-03-24,fi,12.8,11.696666666666665,11.665
2016-03-24,ln,14.7,14.229999999999999,14.225
2016-03-24,fdl,3.9,4.453333333333333,4.345
2016-03-24,m5s,23,24.776666666666667,25.14
2016-03-24,others,4.3,5.03,4.83
2016-03-24,si,4,4.17,4.11
2016-03-24,ap,3.3,2.8733333333333335,2.9699999999999998
2016-03-25,pd,32.7,32.806666666666665,32.795
2016-03-25,fi,10.2,11.646666666666667,11.55
2016-03-25,ln,12.5,14.113333333333333,14.105
2016-03-25,fdl,5.8,4.47,4.395
2016-03-25,m5s,23.6,24.720000000000002,24.99
2016-03-25,others,5.8,5.090000000000001,4.97
2016-03-25,si,5.9,4.253333333333334,4.205
2016-03-25,ap,3.5,2.9066666666666667,2.995
2016-03-27,pd,31.4,32.74,32.765
2016-03-27,fi,12.8,11.69,11.64
2016-03-27,ln,13.3,14.073333333333332,14.07
2016-03-27,fdl,4.4,4.483333333333333,4.365
2016-03-27,m5s,27.9,24.833333333333332,25.134999999999998
