date,party,value,mean20_missing
2017-01-09,pd,30.5,30.5
2017-01-09,pd,31.4,30.95
2017-01-09,i,NA,NaN
2017-01-09,i,NA,NaN
2017-01-09,fi,12.1,12.1
2017-01-09,fi,13.4,12.75
2017-01-09,ln,12.1,12.1
2017-01-09,ln,13.4,12.75
2017-01-09,fdl,4,4
2017-01-09,fdl,4,4
2017-01-09,m5s,27.5,27.5
2017-01-09,m5s,28.8,28.15
2017-01-09,leu,NA,NaN
2017-01-09,leu,NA,NaN
2017-01-09,others,4,4
2017-01-09,others,4.3,4.15
2017-01-09,si,3,3
2017-01-09,si,3.1,3.05
2017-01-09,ap,3,3
2017-01-09,ap,3,3
2017-01-09,mdp,4.6,4.6
2017-01-09,mdp,4.8,4.699999999999999
2017-01-09,cp/ap,3.5,3.5
2017-01-09,cp/ap,3.5,3.5
2017-01-09,lcp,NA,NaN
2017-01-09,lcp,NA,NaN
2017-01-11,pd,29.5,30.466666666666665
2017-01-11,pd,30.1,30.375
2017-01-11,pd,31.6,30.62
2017-01-11,i,NA,NaN
2017-01-11,i,NA,NaN
2017-01-11,i,NA,NaN
2017-01-11,fi,12,12.5
2017-01-11,fi,12.4,12.475
2017-01-11,fi,13,12.58
2017-01-11,ln,12.5,12.666666666666666
2017-01-11,ln,13.2,12.8
2017-01-11,ln,13.2,12.879999999999999
2017-01-11,fdl,4,4
2017-01-11,fdl,4,4
2017-01-11,fdl,4,4
2017-01-11,m5s,25.7,27.333333333333332
2017-01-11,m5s,29.2,27.8
2017-01-11,m5s,30.9,28.419999999999998
2017-01-11,leu,NA,NaN
2017-01-11,leu,NA,NaN
2017-01-11,leu,NA,NaN
2017-01-11,others,3.1,3.8
2017-01-11,others,4.5,3.975
2017-01-11,others,5.3,4.24
2017-01-11,si,2.6,2.9
2017-01-11,si,3,2.925
2017-01-11,si,4,3.14
2017-01-11,ap,3,3
2017-01-11,ap,3,3
2017-01-11,ap,3,3
2017-01-11,mdp,4.4,4.6
2017-01-11,mdp,4.6,4.6
2017-01-11,mdp,4.8,4.64
2017-01-11,cp/ap,3,3.3333333333333335
2017-01-11,cp/ap,3.6,3.4
2017-01-11,cp/ap,3.8,3.48
2017-01-11,lcp,NA,NaN
2017-01-11,lcp,NA,NaN
2017-01-11,lcp,NA,NaN
2017-01-15,pd,31.6,30.783333333333335
2017-01-15,i,NA,NaN
2017-01-15,fi,11.4,12.383333333333333
2017-01-15,ln,13.1,12.916666666666666
2017-01-15,fdl,4,4
2017-01-15,m5s,27.7,28.3
2017-01-15,leu,NA,NaN
2017-01-15,others,5.6,4.466666666666667
2017-01-15,si,3,3.1166666666666667
2017-01-15,ap,3,3
2017-01-15,mdp,4.9,4.683333333333334
2017-01-15,cp/ap,2.7,3.35
2017-01-15,lcp,NA,NaN
2017-01-16,pd,30.1,30.685714285714287
2017-01-16,i,NA,NaN
2017-01-16,fi,12.9,12.457142857142857
2017-01-16,ln,12.5,12.857142857142858
2017-01-16,fdl,4,4
2017-01-16,m5s,29.8,28.514285714285712
2017-01-16,leu,NA,NaN
2017-01-16,others,3.9,4.385714285714285
2017-01-16,si,2.9,3.085714285714286
2017-01-16,ap,3,3
2017-01-16,mdp,4.7,4.685714285714286
2017-01-16,cp/ap,3.2,3.3285714285714287
2017-01-16,lcp,NA,NaN
2017-01-18,pd,31,30.725
2017-01-18,i,NA,NaN
2017-01-18,fi,13.1,12.5375
2017-01-18,ln,13.2,12.9
2017-01-18,fdl,4,4
2017-01-18,m5s,26.5,28.2625
2017-01-18,leu,NA,NaN
2017-01-18,others,5.1,4.475
2017-01-18,si,2.7,3.0375
2017-01-18,ap,3,3
2017-01-18,mdp,4.6,4.675
2017-01-18,cp/ap,3.8,3.3875
2017-01-18,lcp,NA,NaN
2017-01-20,pd,28.4,30.46666666666667
2017-01-20,i,NA,NaN
2017-01-20,fi,13.4,12.633333333333333
2017-01-20,ln,13.5,12.966666666666667
2017-01-20,fdl,4,4
2017-01-20,m5s,26.8,28.1
2017-01-20,leu,NA,NaN
2017-01-20,others,7,4.7555555555555555
2017-01-20,si,3.9,3.1333333333333333
2017-01-20,ap,3,3
2017-01-20,mdp,4.2,4.622222222222222
2017-01-20,cp/ap,2.8,3.3222222222222224
2017-01-20,lcp,NA,NaN
2017-01-22,pd,31.7,30.59
2017-01-22,i,NA,NaN
2017-01-22,fi,11.1,12.48
2017-01-22,ln,13.6,13.03
2017-01-22,fdl,4,4
2017-01-22,m5s,28.3,28.12
2017-01-22,leu,NA,NaN
2017-01-22,others,4.6,4.74
2017-01-22,si,3.1,3.13
2017-01-22,ap,3,3
2017-01-22,mdp,4.6,4.62
2017-01-22,cp/ap,3,3.29
2017-01-22,lcp,NA,NaN
2017-01-25,pd,29.7,30.509090909090908
2017-01-25,pd,31.8,30.616666666666667
2017-01-25,i,NA,NaN
2017-01-25,i,NA,NaN
2017-01-25,fi,12.5,12.481818181818182
2017-01-25,fi,12.9,12.516666666666667
2017-01-25,ln,12.4,12.972727272727273
2017-01-25,ln,12.5,12.933333333333334
2017-01-25,fdl,4,4
2017-01-25,fdl,4,4
2017-01-25,m5s,26.7,27.990909090909092
2017-01-25,m5s,31,28.241666666666667
2017-01-25,leu,NA,NaN
2017-01-25,leu,NA,NaN
2017-01-25,others,3.4,4.618181818181818
2017-01-25,others,5,4.6499999999999995
2017-01-25,si,3,3.118181818181818
2017-01-25,si,3,3.1083333333333334
2017-01-25,ap,3,3
2017-01-25,ap,3,3
2017-01-25,mdp,4.3,4.590909090909091
2017-01-25,mdp,4.7,4.6
2017-01-25,cp/ap,3.3,3.290909090909091
2017-01-25,cp/ap,3.8,3.3333333333333335
2017-01-25,lcp,NA,NaN
2017-01-25,lcp,NA,NaN
2017-01-26,pd,28.8,30.47692307692308
2017-01-26,pd,30,30.442857142857143
2017-01-26,i,NA,NaN
2017-01-26,i,NA,NaN
2017-01-26,fi,11.8,12.461538461538462
2017-01-26,fi,13.6,12.542857142857143
2017-01-26,ln,13.2,12.953846153846154
2017-01-26,ln,13.4,12.985714285714286
2017-01-26,fdl,4,4
2017-01-26,fdl,4,4
2017-01-26,m5s,26.4,28.1
2017-01-26,m5s,29,28.164285714285715
2017-01-26,leu,NA,NaN
2017-01-26,leu,NA,NaN
2017-01-26,others,4.1,4.607692307692307
2017-01-26,others,6.8,4.764285714285714
2017-01-26,si,3.7,3.1538461538461537
2017-01-26,si,4,3.2142857142857144
2017-01-26,ap,3,3
2017-01-26,ap,3,3
2017-01-26,mdp,3.9,4.546153846153846
2017-01-26,mdp,4.7,4.557142857142857
2017-01-26,cp/ap,3.1,3.315384615384615
2017-01-26,cp/ap,3.5,3.3285714285714287
2017-01-26,lcp,NA,NaN
2017-01-26,lcp,NA,NaN
2017-01-27,pd,28.5,30.313333333333333
2017-01-27,pd,32.1,30.425
2017-01-27,i,NA,NaN
2017-01-27,i,NA,NaN
2017-01-27,fi,12.2,12.52
2017-01-27,fi,12.3,12.50625
2017-01-27,ln,10.5,12.82
2017-01-27,ln,14.2,12.90625
2017-01-27,fdl,4,4
2017-01-27,fdl,4,4
2017-01-27,m5s,27.9,28.146666666666665
2017-01-27,m5s,29.9,28.25625
2017-01-27,leu,NA,NaN
2017-01-27,leu,NA,NaN
2017-01-27,others,4.5,4.746666666666666
2017-01-27,others,5.5,4.79375
2017-01-27,si,3.8,3.2533333333333334
2017-01-27,si,4,3.3
2017-01-27,ap,3,3
2017-01-27,ap,3,3
2017-01-27,mdp,3.9,4.513333333333334
2017-01-27,mdp,4.1,4.4875
2017-01-27,cp/ap,2.9,3.3
2017-01-27,cp/ap,3.7,3.325
2017-01-27,lcp,NA,NaN
2017-01-27,lcp,NA,NaN
2017-01-28,pd,29,30.341176470588234
2017-01-28,i,NA,NaN
2017-01-28,fi,13,12.535294117647059
2017-01-28,ln,13,12.911764705882353
2017-01-28,fdl,4,4
2017-01-28,m5s,30.5,28.388235294117646
2017-01-28,leu,NA,NaN
2017-01-28,others,3.5,4.7176470588235295
2017-01-28,si,3,3.2823529411764705
2017-01-28,ap,3,3
2017-01-28,mdp,5,4.517647058823529
2017-01-28,cp/ap,3,3.3058823529411763
2017-01-28,lcp,NA,NaN
2017-01-29,pd,31.2,30.38888888888889
2017-01-29,i,NA,NaN
2017-01-29,fi,11.6,12.483333333333334
2017-01-29,ln,14,12.972222222222221
2017-01-29,fdl,4,4
2017-01-29,m5s,28,28.366666666666667
2017-01-29,leu,NA,NaN
2017-01-29,others,4.4,4.7
2017-01-29,si,3,3.2666666666666666
2017-01-29,ap,3,3
2017-01-29,mdp,4.5,4.516666666666667
2017-01-29,cp/ap,3.3,3.3055555555555554
2017-01-29,lcp,NA,NaN
2017-01-30,pd,32,30.473684210526315
2017-01-30,i,NA,NaN
2017-01-30,fi,10.5,12.378947368421052
2017-01-30,ln,11.5,12.894736842105264
2017-01-30,fdl,4,4
2017-01-30,m5s,27,28.294736842105262
2017-01-30,leu,NA,NaN
2017-01-30,others,8,4.873684210526315
2017-01-30,si,3,3.2526315789473683
2017-01-30,ap,3,3
2017-01-30,mdp,4.5,4.515789473684211
2017-01-30,cp/ap,3.5,3.3157894736842106
2017-01-30,lcp,NA,NaN
2017-02-01,pd,29.1,30.405
2017-02-01,pd,30.5,30.405
2017-02-01,pd,31.1,30.39
2017-02-01,i,NA,NaN
2017-02-01,i,NA,NaN
2017-02-01,i,NA,NaN
2017-02-01,fi,12,12.36
2017-02-01,fi,12.4,12.375
2017-02-01,fi,12.9,12.35
2017-02-01,ln,12.8,12.89
2017-02-01,ln,13.1,12.94
2017-02-01,ln,13.8,12.959999999999999
2017-02-01,fdl,4,4
2017-02-01,fdl,4,4
2017-02-01,fdl,4,4
2017-02-01,m5s,27.3,28.245
2017-02-01,m5s,29.5,28.345
2017-02-01,m5s,29.9,28.4
2017-02-01,leu,NA,NaN
2017-02-01,leu,NA,NaN
2017-02-01,leu,NA,NaN
2017-02-01,others,4.2,4.84
2017-02-01,others,4.8,4.88
2017-02-01,others,5.1,4.92
2017-02-01,si,2.9,3.235
2017-02-01,si,3.2,3.245
2017-02-01,si,3.6,3.27
2017-02-01,ap,3,3
2017-02-01,ap,3,3
2017-02-01,ap,3,3
2017-02-01,mdp,3.4,4.46
2017-02-01,mdp,4.5,4.455
2017-02-01,mdp,4.7,4.45
2017-02-01,cp/ap,2.4,3.27
2017-02-01,cp/ap,3.1,3.25
2017-02-01,cp/ap,3.7,3.26
2017-02-01,lcp,NA,NaN
2017-02-01,lcp,NA,NaN
2017-02-01,lcp,NA,NaN
2017-02-02,pd,29.5,30.39
2017-02-02,i,NA,NaN
2017-02-02,fi,13.2,12.41
2017-02-02,ln,13.4,13.004999999999999
2017-02-02,fdl,4,4
2017-02-02,m5s,26.6,28.445
2017-02-02,leu,NA,NaN
2017-02-02,others,3.2,4.925
2017-02-02,si,5.4,3.41
2017-02-02,ap,3,3
2017-02-02,mdp,5.2,4.49
2017-02-02,cp/ap,3.5,3.285
2017-02-02,lcp,NA,NaN
2017-02-03,pd,28.6,30.315
2017-02-03,i,NA,NaN
2017-02-03,fi,13.2,12.45
2017-02-03,ln,13.1,13
2017-02-03,fdl,4,4
2017-02-03,m5s,26.2,28.294999999999998
2017-02-03,leu,NA,NaN
2017-02-03,others,7.3,5.0649999999999995
2017-02-03,si,4.3,3.475
2017-02-03,ap,3,3
2017-02-03,mdp,4.5,4.485
2017-02-03,cp/ap,2.8,3.245
2017-02-03,lcp,NA,NaN
2017-02-05,pd,30.5,30.26
2017-02-05,i,NA,NaN
2017-02-05,fi,12.1,12.405
2017-02-05,ln,13.5,13.015
2017-02-05,fdl,4,4
2017-02-05,m5s,28.1,28.155
2017-02-05,leu,NA,NaN
2017-02-05,others,4.5,5.025
2017-02-05,si,3.4,3.445
2017-02-05,ap,3,3
2017-02-05,mdp,4.6,4.475
2017-02-05,cp/ap,3.3,3.2199999999999998
2017-02-05,lcp,NA,NaN
2017-02-06,pd,32,30.28
2017-02-06,i,NA,NaN
2017-02-06,fi,10.5,12.36
2017-02-06,ln,11.5,12.935
2017-02-06,fdl,4,4
2017-02-06,m5s,27,28.12
2017-02-06,leu,NA,NaN
2017-02-06,others,8.5,5.17
2017-02-06,si,3,3.445
2017-02-06,ap,3,3
2017-02-06,mdp,4.5,4.455
2017-02-06,cp/ap,3,3.235
2017-02-06,lcp,NA,NaN
2017-02-08,pd,29,30.225
2017-02-08,pd,30.9,30.22
2017-02-08,pd,31,30.35
2017-02-08,i,NA,NaN
2017-02-08,i,NA,NaN
2017-02-08,i,NA,NaN
2017-02-08,fi,11.9,12.31
2017-02-08,fi,12.5,12.28
2017-02-08,fi,13.4,12.28
2017-02-08,ln,12.8,12.95
2017-02-08,ln,13.3,12.955
2017-02-08,ln,14,12.98
2017-02-08,fdl,4,4
2017-02-08,fdl,4,4
2017-02-08,fdl,4,4
2017-02-08,m5s,26.7,27.965
2017-02-08,m5s,27.6,28.02
2017-02-08,m5s,29,28.13
2017-02-08,leu,NA,NaN
2017-02-08,leu,NA,NaN
2017-02-08,leu,NA,NaN
2017-02-08,others,4.7,5.21
2017-02-08,others,4.8,5.195
2017-02-08,others,5.1,5.1
2017-02-08,si,2.9,3.445
2017-02-08,si,3.4,3.48
2017-02-08,si,3.6,3.465
2017-02-08,ap,3,3
2017-02-08,ap,3,3
2017-02-08,ap,3,3
2017-02-08,mdp,4.1,4.425
2017-02-08,mdp,4.6,4.425
2017-02-08,mdp,4.7,4.45
2017-02-08,cp/ap,3.2,3.235
2017-02-08,cp/ap,3.3,3.21
2017-02-08,cp/ap,3.5,3.245
2017-02-08,lcp,NA,NaN
2017-02-08,lcp,NA,NaN
2017-02-08,lcp,NA,NaN
2017-02-12,pd,30.8,30.305
2017-02-12,i,NA,NaN
2017-02-12,fi,12.1,12.33
2017-02-12,ln,13.1,12.955
2017-02-12,fdl,4,4
2017-02-12,m5s,28.2,28.125
2017-02-12,leu,NA,NaN
2017-02-12,others,4.3,5.085
2017-02-12,si,3.8,3.5
2017-02-12,ap,3,3
2017-02-12,mdp,4.7,4.455
2017-02-12,cp/ap,3,3.245
2017-02-12,lcp,NA,NaN
2017-02-13,pd,32,30.42
2017-02-13,i,NA,NaN
2017-02-13,fi,11,12.255
2017-02-13,ln,11.5,12.91
2017-02-13,fdl,4,4
2017-02-13,m5s,27.5,28.165
2017-02-13,leu,NA,NaN
2017-02-13,others,7.5,5.29
2017-02-13,si,3,3.5
2017-02-13,ap,3,3
2017-02-13,mdp,4.5,4.465
2017-02-13,cp/ap,3,3.23
2017-02-13,lcp,NA,NaN
2017-02-15,pd,29.2,30.29
2017-02-15,pd,30.4,30.37
2017-02-15,pd,31,30.42
2017-02-15,i,NA,NaN
2017-02-15,i,NA,NaN
2017-02-15,i,NA,NaN
2017-02-15,fi,12,12.21
2017-02-15,fi,12.6,12.25
2017-02-15,fi,13.2,12.23
2017-02-15,ln,13,12.935
2017-02-15,ln,13.5,12.95
2017-02-15,ln,13.8,12.97
2017-02-15,fdl,4,4
2017-02-15,fdl,4,4
2017-02-15,fdl,4,4
2017-02-15,m5s,26.2,27.925
2017-02-15,m5s,27,27.955
2017-02-15,m5s,28.7,27.94
2017-02-15,leu,NA,NaN
2017-02-15,leu,NA,NaN
2017-02-15,leu,NA,NaN
2017-02-15,others,4.7,5.275
2017-02-15,others,5.6,5.35
2017-02-15,others,5.8,5.3
2017-02-15,si,2.6,3.48
2017-02-15,si,3.8,3.485
2017-02-15,si,3.9,3.48
2017-02-15,ap,3,3
2017-02-15,ap,3,3
2017-02-15,ap,3,3
2017-02-15,mdp,4.3,4.445
2017-02-15,mdp,4.8,4.49
2017-02-15,mdp,5,4.505
2017-02-15,cp/ap,2.5,3.165
2017-02-15,cp/ap,3,3.16
2017-02-15,cp/ap,3.4,3.155
2017-02-15,lcp,NA,NaN
2017-02-15,lcp,NA,NaN
2017-02-15,lcp,NA,NaN
2017-02-16,pd,30.1,30.5
2017-02-16,i,NA,NaN
2017-02-16,fi,13,12.27
2017-02-16,ln,12.8,13.085
2017-02-16,fdl,4,4
2017-02-16,m5s,30.9,28.09
2017-02-16,leu,NA,NaN
2017-02-16,others,3.6,5.255
2017-02-16,si,2,3.39
2017-02-16,ap,3,3
2017-02-16,mdp,4.3,4.525
2017-02-16,cp/ap,3.3,3.175
2017-02-16,lcp,NA,NaN
2017-02-17,pd,29.1,30.35
2017-02-17,i,NA,NaN
2017-02-17,fi,13.8,12.345
2017-02-17,ln,13.2,13.035
2017-02-17,fdl,4,4
2017-02-17,m5s,26.1,27.9
2017-02-17,leu,NA,NaN
2017-02-17,others,7.1,5.335
2017-02-17,si,3.7,3.375
2017-02-17,ap,3,3
2017-02-17,mdp,4.5,4.545
2017-02-17,cp/ap,2.5,3.1149999999999998
2017-02-17,lcp,NA,NaN
2017-02-19,pd,29.8,30.39
2017-02-19,i,NA,NaN
2017-02-19,fi,12.1,12.3
2017-02-19,ln,13.2,13.045
2017-02-19,fdl,4,4
2017-02-19,m5s,28.7,27.81
2017-02-19,leu,NA,NaN
2017-02-19,others,4.9,5.405
2017-02-19,si,3.9,3.42
2017-02-19,ap,3,3
2017-02-19,mdp,4.5,4.52
2017-02-19,cp/ap,2.9,3.11
2017-02-19,lcp,NA,NaN
2017-02-20,pd,29,30.28
2017-02-20,pd,32,30.28
2017-02-20,i,NA,NaN
2017-02-20,i,NA,NaN
2017-02-20,fi,11,12.27
2017-02-20,fi,13,12.395
2017-02-20,ln,12,12.945
2017-02-20,ln,13,13.02
2017-02-20,fdl,4,4
2017-02-20,fdl,4,4
2017-02-20,m5s,27.5,27.785
2017-02-20,m5s,28,27.835
2017-02-20,leu,NA,NaN
2017-02-20,leu,NA,NaN
2017-02-20,others,4.5,5.41
2017-02-20,others,7,5.36
2017-02-20,si,3,3.42
2017-02-20,si,4,3.47
2017-02-20,ap,3,3
2017-02-20,ap,3,3
2017-02-20,mdp,4.5,4.52
2017-02-20,mdp,5,4.545
2017-02-20,cp/ap,3,3.0949999999999998
2017-02-20,cp/ap,3.5,3.0949999999999998
2017-02-20,lcp,NA,NaN
2017-02-20,lcp,NA,NaN
2017-02-21,pd,27.1,30.18
2017-02-21,pd,31.4,30.225
2017-02-21,i,NA,NaN
2017-02-21,i,NA,NaN
2017-02-21,fi,11.9,12.39
2017-02-21,fi,12.2,12.379999999999999
2017-02-21,ln,11.7,12.965
2017-02-21,ln,11.9,12.905
2017-02-21,fdl,4,4
2017-02-21,fdl,4.3,4.015
2017-02-21,m5s,26,27.77
2017-02-21,m5s,27.1,27.65
2017-02-21,leu,NA,NaN
2017-02-21,leu,NA,NaN
2017-02-21,others,3.1,5.305
2017-02-21,others,5.3,5.33
2017-02-21,si,3,3.475
2017-02-21,si,5.1,3.57
2017-02-21,ap,2.6,2.98
2017-02-21,ap,3,2.98
2017-02-21,mdp,5.5,4.65
2017-02-21,mdp,NA,4.657894736842105
2017-02-21,cp/ap,4.8,3.215
2017-02-21,cp/ap,NA,3.221052631578947
2017-02-21,lcp,NA,NaN
2017-02-21,lcp,NA,NaN
2017-02-22,pd,28,30.07
2017-02-22,pd,28.1,30
2017-02-22,pd,29,30.02
2017-02-22,i,NA,NaN
2017-02-22,i,NA,NaN
2017-02-22,i,NA,NaN
2017-02-22,fi,11,12.285
2017-02-22,fi,12.8,12.265
2017-02-22,fi,12.9,12.25
2017-02-22,ln,12.5,12.84
2017-02-22,ln,12.9,12.815
2017-02-22,ln,13,12.81
2017-02-22,fdl,4.5,4.04
2017-02-22,fdl,4.5,4.065
2017-02-22,fdl,5.2,4.125
2017-02-22,m5s,25.3,27.42
2017-02-22,m5s,27.8,27.48
2017-02-22,m5s,28,27.57
2017-02-22,leu,NA,NaN
2017-02-22,leu,NA,NaN
2017-02-22,leu,NA,NaN
2017-02-22,others,3.9,5.27
2017-02-22,others,4,5.31
2017-02-22,others,6,5.245
2017-02-22,si,1.5,3.465
2017-02-22,si,4.1,3.4
2017-02-22,si,NA,3.3526315789473684
2017-02-22,ap,3,2.98
2017-02-22,ap,3.3,2.995
2017-02-22,ap,3.6,3.025
2017-02-22,mdp,3.2,4.578947368421052
2017-02-22,mdp,8,4.726315789473684
2017-02-22,mdp,NA,4.738888888888889
2017-02-22,cp/ap,3.9,3.231578947368421
2017-02-22,cp/ap,8,3.468421052631579
2017-02-22,cp/ap,NA,3.5055555555555555
2017-02-22,lcp,NA,NaN
2017-02-22,lcp,NA,NaN
2017-02-22,lcp,NA,NaN
2017-02-23,pd,28.1,29.9
2017-02-23,pd,29,29.75
2017-02-23,i,NA,NaN
2017-02-23,i,NA,NaN
2017-02-23,fi,11.8,12.235
2017-02-23,fi,12,12.31
2017-02-23,ln,13.9,12.83
2017-02-23,ln,14.1,12.96
2017-02-23,fdl,4,4.125
2017-02-23,fdl,4.8,4.165
2017-02-23,m5s,29.2,27.625
2017-02-23,m5s,29.5,27.75
2017-02-23,leu,NA,NaN
2017-02-23,leu,NA,NaN
2017-02-23,others,4.8,5.26
2017-02-23,others,5.3,5.1
2017-02-23,si,3.2,3.3421052631578947
2017-02-23,si,4.1,3.4
2017-02-23,ap,3.1,3.03
2017-02-23,ap,3.1,3.035
2017-02-23,mdp,NA,4.747058823529412
2017-02-23,mdp,NA,4.7625
2017-02-23,cp/ap,NA,3.5176470588235293
2017-02-23,cp/ap,NA,3.55
2017-02-23,lcp,NA,NaN
2017-02-23,lcp,NA,NaN
2017-02-24,pd,26.1,29.605
2017-02-24,i,NA,NaN
2017-02-24,fi,13.3,12.38
2017-02-24,ln,12.6,12.95
2017-02-24,fdl,5.1,4.22
2017-02-24,m5s,24.4,27.635
2017-02-24,leu,NA,NaN
2017-02-24,others,4.9,5.11
2017-02-24,si,1.5,3.3263157894736843
2017-02-24,ap,2.5,3.01
2017-02-24,mdp,5.1,4.825
2017-02-24,cp/ap,4.5,3.63125
2017-02-24,lcp,NA,NaN
2017-02-26,pd,28,29.46
2017-02-26,i,NA,NaN
2017-02-26,fi,12.2,12.365
2017-02-26,ln,13.3,12.95
2017-02-26,fdl,4.9,4.265
2017-02-26,m5s,28.4,27.675
2017-02-26,leu,NA,NaN
2017-02-26,others,4.3,5.085
2017-02-26,si,2.4,3.2736842105263158
2017-02-26,ap,2.7,2.995
2017-02-26,mdp,3.8,4.775
2017-02-26,cp/ap,NA,3.6533333333333333
2017-02-26,lcp,NA,NaN
2017-02-27,pd,29,29.36
2017-02-27,i,NA,NaN
2017-02-27,fi,11,12.245
2017-02-27,ln,12.5,12.875
2017-02-27,fdl,4.5,4.29
2017-02-27,m5s,28,27.625
2017-02-27,leu,NA,NaN
2017-02-27,others,5,5.08
2017-02-27,si,3,3.2421052631578946
2017-02-27,ap,3,2.995
2017-02-27,mdp,4,4.73125
2017-02-27,cp/ap,NA,3.664285714285714
2017-02-27,lcp,NA,NaN
2017-03-01,pd,26.9,29.165
2017-03-01,pd,29.2,29.025
2017-03-01,i,NA,NaN
2017-03-01,i,NA,NaN
2017-03-01,fi,12.2,12.25
2017-03-01,fi,12.7,12.335
2017-03-01,ln,12.8,12.86
2017-03-01,ln,13.1,12.94
2017-03-01,fdl,4.6,4.32
2017-03-01,fdl,5.2,4.38
2017-03-01,m5s,26,27.515
2017-03-01,m5s,27.1,27.495
2017-03-01,leu,NA,NaN
2017-03-01,leu,NA,NaN
2017-03-01,others,4.2,5.075
2017-03-01,others,6.4,5.02
2017-03-01,si,1.2,3.1052631578947367
2017-03-01,si,3.4,3.126315789473684
2017-03-01,ap,2.6,2.975
2017-03-01,ap,3.2,2.985
2017-03-01,mdp,2.9,4.61875
2017-03-01,mdp,4,4.5875
2017-03-01,cp/ap,2.3,3.6142857142857143
2017-03-01,cp/ap,NA,3.6615384615384614
2017-03-01,lcp,NA,NaN
2017-03-01,lcp,NA,NaN
2017-03-02,pd,27,28.915
2017-03-02,pd,27.2,28.755
2017-03-02,i,NA,NaN
2017-03-02,i,NA,NaN
2017-03-02,fi,11.5,12.31
2017-03-02,fi,12,12.28
2017-03-02,ln,10.6,12.82
2017-03-02,ln,14,12.845
2017-03-02,fdl,5,4.43
2017-03-02,fdl,6.7,4.565
2017-03-02,m5s,28.8,27.625
2017-03-02,m5s,29,27.725
2017-03-02,leu,NA,NaN
2017-03-02,leu,NA,NaN
2017-03-02,others,2.3,4.9
2017-03-02,others,3.8,4.81
2017-03-02,si,3,3.1473684210526316
2017-03-02,si,4.3,3.1736842105263157
2017-03-02,ap,2.4,2.955
2017-03-02,ap,2.7,2.94
2017-03-02,mdp,3.5,4.5375
2017-03-02,mdp,4.2,4.5
2017-03-02,cp/ap,2,3.623076923076923
2017-03-02,cp/ap,NA,3.675
2017-03-02,lcp,NA,NaN
2017-03-02,lcp,NA,NaN
2017-03-03,pd,25.9,28.5
2017-03-03,pd,25.9,28.29
2017-03-03,pd,25.9,28.13
2017-03-03,i,NA,NaN
2017-03-03,i,NA,NaN
2017-03-03,i,NA,NaN
2017-03-03,fi,13.3,12.285
2017-03-03,fi,13.3,12.3
2017-03-03,fi,13.3,12.275
2017-03-03,ln,12.2,12.765
2017-03-03,ln,12.2,12.735
2017-03-03,ln,12.2,12.685
2017-03-03,fdl,4.7,4.6
2017-03-03,fdl,4.7,4.635
2017-03-03,fdl,4.7,4.67
2017-03-03,m5s,25.2,27.55
2017-03-03,m5s,25.2,27.265
2017-03-03,m5s,25.2,27.22
2017-03-03,leu,NA,NaN
2017-03-03,leu,NA,NaN
2017-03-03,leu,NA,NaN
2017-03-03,others,4.8,4.76
2017-03-03,others,5,4.83
2017-03-03,others,5.6,4.755
2017-03-03,si,0.8,3.0105263157894737
2017-03-03,si,1.3,2.973684210526316
2017-03-03,si,NA,2.933333333333333
2017-03-03,ap,2.7,2.925
2017-03-03,ap,2.7,2.91
2017-03-03,ap,2.7,2.895
2017-03-03,mdp,5.5,4.53125
2017-03-03,mdp,10.2,4.9
2017-03-03,mdp,11.2,5.31875
2017-03-03,cp/ap,3.6,3.6916666666666664
2017-03-03,cp/ap,10.2,4.266666666666667
2017-03-03,cp/ap,11.2,4.991666666666666
2017-03-03,lcp,NA,NaN
2017-03-03,lcp,NA,NaN
2017-03-03,lcp,NA,NaN
2017-03-05,pd,27.6,28.02
2017-03-05,i,NA,NaN
2017-03-05,fi,11.8,12.26
2017-03-05,ln,13.3,12.69
2017-03-05,fdl,5.1,4.725
2017-03-05,m5s,29.1,27.24
2017-03-05,leu,NA,NaN
2017-03-05,others,4.9,4.755
2017-03-05,si,1.7,2.811111111111111
2017-03-05,ap,2.5,2.87
2017-03-05,mdp,4,5.2875
2017-03-05,cp/ap,NA,5.181818181818182
2017-03-05,lcp,NA,NaN
2017-03-07,pd,23,27.72
2017-03-07,i,NA,NaN
2017-03-07,fi,12,12.31
2017-03-07,ln,13,12.74
2017-03-07,fdl,5,4.775
2017-03-07,m5s,30,27.365
2017-03-07,leu,NA,NaN
2017-03-07,others,3.5,4.705
2017-03-07,si,4,2.8666666666666667
2017-03-07,ap,3.5,2.895
2017-03-07,mdp,6,5.38125
2017-03-07,cp/ap,NA,5.3999999999999995
2017-03-07,lcp,NA,NaN
2017-03-08,pd,27,27.47
2017-03-08,pd,28.2,27.525
2017-03-08,i,NA,NaN
2017-03-08,i,NA,NaN
2017-03-08,fi,12.3,12.275
2017-03-08,fi,12.3,12.295
2017-03-08,ln,12.6,12.72
2017-03-08,ln,12.7,12.77
2017-03-08,fdl,4.9,4.82
2017-03-08,fdl,5.2,4.88
2017-03-08,m5s,27.6,27.345
2017-03-08,m5s,27.6,27.425
2017-03-08,leu,NA,NaN
2017-03-08,leu,NA,NaN
2017-03-08,others,4,4.555
2017-03-08,others,5.6,4.68
2017-03-08,si,1.5,2.727777777777778
2017-03-08,si,3.5,2.7555555555555555
